full_path,relative_path,entry_type,link_target,h5py_open_ok,h5py_error,top_level_groups,object_count,dataset_count,group_count,classification,basename_matches_elsewhere,resolved_target_path,notes
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S240925n_wide_cal\fti_dchi6NS.h5,fti\fti\S240925n_wide_cal\fti_dchi6NS.h5,symlink,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S240925n_wide_cal\fti_dchi6NS\posterior_samples.h5,False,,,0,0,0,SYMLINK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S240925n_wide_cal\fti_dchi7NS.h5,fti\fti\S240925n_wide_cal\fti_dchi7NS.h5,symlink,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S240925n_wide_cal\fti_dchi7NS\posterior_samples.h5,False,,,0,0,0,SYMLINK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S240925n_wide_cal\fti_dchiMinus2.h5,fti\fti\S240925n_wide_cal\fti_dchiMinus2.h5,symlink,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S240925n_wide_cal\fti_dchiMinus2\posterior_samples.h5,False,,,0,0,0,SYMLINK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_no_cal\fti_dchi0.h5,fti\fti\S250207bg_no_cal\fti_dchi0.h5,symlink,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_no_cal\fti_dchi0\posterior_samples.h5,False,,,0,0,0,SYMLINK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_no_cal\fti_dchi1.h5,fti\fti\S250207bg_no_cal\fti_dchi1.h5,symlink,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_no_cal\fti_dchi1\posterior_samples.h5,False,,,0,0,0,SYMLINK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_no_cal\fti_dchi2.h5,fti\fti\S250207bg_no_cal\fti_dchi2.h5,symlink,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_no_cal\fti_dchi2\posterior_samples.h5,False,,,0,0,0,SYMLINK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_no_cal\fti_dchi3NS.h5,fti\fti\S250207bg_no_cal\fti_dchi3NS.h5,symlink,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_no_cal\fti_dchi3NS\posterior_samples.h5,False,,,0,0,0,SYMLINK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_no_cal\fti_dchi4NS.h5,fti\fti\S250207bg_no_cal\fti_dchi4NS.h5,symlink,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_no_cal\fti_dchi4NS\posterior_samples.h5,False,,,0,0,0,SYMLINK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_no_cal\fti_dchi5lNS.h5,fti\fti\S250207bg_no_cal\fti_dchi5lNS.h5,symlink,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_no_cal\fti_dchi5lNS\posterior_samples.h5,False,,,0,0,0,SYMLINK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_no_cal\fti_dchi6l.h5,fti\fti\S250207bg_no_cal\fti_dchi6l.h5,symlink,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_no_cal\fti_dchi6l\posterior_samples.h5,False,,,0,0,0,SYMLINK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_no_cal\fti_dchi6NS.h5,fti\fti\S250207bg_no_cal\fti_dchi6NS.h5,symlink,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_no_cal\fti_dchi6NS\posterior_samples.h5,False,,,0,0,0,SYMLINK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_no_cal\fti_dchi7NS.h5,fti\fti\S250207bg_no_cal\fti_dchi7NS.h5,symlink,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_no_cal\fti_dchi7NS\posterior_samples.h5,False,,,0,0,0,SYMLINK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_no_cal\fti_dchiMinus2.h5,fti\fti\S250207bg_no_cal\fti_dchiMinus2.h5,symlink,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_no_cal\fti_dchiMinus2\posterior_samples.h5,False,,,0,0,0,SYMLINK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_wide_cal\fti_dchi0.h5,fti\fti\S250207bg_wide_cal\fti_dchi0.h5,symlink,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_wide_cal\fti_dchi0\posterior_samples.h5,False,,,0,0,0,SYMLINK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_wide_cal\fti_dchi1.h5,fti\fti\S250207bg_wide_cal\fti_dchi1.h5,symlink,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_wide_cal\fti_dchi1\posterior_samples.h5,False,,,0,0,0,SYMLINK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_wide_cal\fti_dchi2.h5,fti\fti\S250207bg_wide_cal\fti_dchi2.h5,symlink,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_wide_cal\fti_dchi2\posterior_samples.h5,False,,,0,0,0,SYMLINK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_wide_cal\fti_dchi3NS.h5,fti\fti\S250207bg_wide_cal\fti_dchi3NS.h5,symlink,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_wide_cal\fti_dchi3NS\posterior_samples.h5,False,,,0,0,0,SYMLINK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_wide_cal\fti_dchi4NS.h5,fti\fti\S250207bg_wide_cal\fti_dchi4NS.h5,symlink,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_wide_cal\fti_dchi4NS\posterior_samples.h5,False,,,0,0,0,SYMLINK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_wide_cal\fti_dchi5lNS.h5,fti\fti\S250207bg_wide_cal\fti_dchi5lNS.h5,symlink,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_wide_cal\fti_dchi5lNS\posterior_samples.h5,False,,,0,0,0,SYMLINK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_wide_cal\fti_dchi6l.h5,fti\fti\S250207bg_wide_cal\fti_dchi6l.h5,symlink,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_wide_cal\fti_dchi6l\posterior_samples.h5,False,,,0,0,0,SYMLINK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_wide_cal\fti_dchi6NS.h5,fti\fti\S250207bg_wide_cal\fti_dchi6NS.h5,symlink,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_wide_cal\fti_dchi6NS\posterior_samples.h5,False,,,0,0,0,SYMLINK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_wide_cal\fti_dchi7NS.h5,fti\fti\S250207bg_wide_cal\fti_dchi7NS.h5,symlink,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_wide_cal\fti_dchi7NS\posterior_samples.h5,False,,,0,0,0,SYMLINK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_wide_cal\fti_dchiMinus2.h5,fti\fti\S250207bg_wide_cal\fti_dchiMinus2.h5,symlink,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_wide_cal\fti_dchiMinus2\posterior_samples.h5,False,,,0,0,0,SYMLINK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\H1\1410334720\H-H1_GWOSC_O4b4DiscC00_16KHZ_R1-1411260416-4096.hdf5,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\H1\1410334720\H-H1_GWOSC_O4b4DiscC00_16KHZ_R1-1411260416-4096.hdf5,regular_file,,True,,meta;quality;strain,26,20,6,REAL_HDF5_OK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\L1\1410334720\L-L1_GWOSC_O4b4DiscC00_16KHZ_R1-1411260416-4096.hdf5,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\L1\1410334720\L-L1_GWOSC_O4b4DiscC00_16KHZ_R1-1411260416-4096.hdf5,regular_file,,True,,meta;quality;strain,26,20,6,REAL_HDF5_OK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\V1\1410334720\V-V1_GWOSC_O4b4DiscC00_16KHZ_R1-1411260416-4096.hdf5,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\V1\1410334720\V-V1_GWOSC_O4b4DiscC00_16KHZ_R1-1411260416-4096.hdf5,regular_file,,True,,meta;quality;strain,26,20,6,REAL_HDF5_OK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\H1\1410334720\H-H1_GWOSC_O4b4DiscC00_4KHZ_R1-1411260416-4096.hdf5,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\H1\1410334720\H-H1_GWOSC_O4b4DiscC00_4KHZ_R1-1411260416-4096.hdf5,regular_file,,True,,meta;quality;strain,26,20,6,REAL_HDF5_OK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\L1\1410334720\L-L1_GWOSC_O4b4DiscC00_4KHZ_R1-1411260416-4096.hdf5,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\L1\1410334720\L-L1_GWOSC_O4b4DiscC00_4KHZ_R1-1411260416-4096.hdf5,regular_file,,True,,meta;quality;strain,26,20,6,REAL_HDF5_OK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\V1\1410334720\V-V1_GWOSC_O4b4DiscC00_4KHZ_R1-1411260416-4096.hdf5,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\V1\1410334720\V-V1_GWOSC_O4b4DiscC00_4KHZ_R1-1411260416-4096.hdf5,regular_file,,True,,meta;quality;strain,26,20,6,REAL_HDF5_OK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\pca\pca\pca_fti_GW250207_115645_C00_none_dchi_3NS_dchi_4NS_dchi_5lNS_dchi_6NS_dchi_6l_dchi_7NS.h5,pca\pca\pca_fti_GW250207_115645_C00_none_dchi_3NS_dchi_4NS_dchi_5lNS_dchi_6NS_dchi_6l_dchi_7NS.h5,regular_file,,True,,SEOBNRv5HM_ROM-fti-6p-prod1_data0_1422964623-2584229_analysis_H1L1V1_merge;history;version,629,602,27,REAL_HDF5_OK,,,
E:\clone\ligo-gw240925-gw250207-release\18600070\pca\pca\pca_fti_GW250207_115645_C00_wide_dchi_3NS_dchi_4NS_dchi_5lNS_dchi_6NS_dchi_6l_dchi_7NS.h5,pca\pca\pca_fti_GW250207_115645_C00_wide_dchi_3NS_dchi_4NS_dchi_5lNS_dchi_6NS_dchi_6l_dchi_7NS.h5,regular_file,,True,,SEOBNRv5HM_ROM-fti-6p-prod1_data0_1422964623-2584229_analysis_H1L1V1_merge;history;version,816,788,28,REAL_HDF5_OK,,,
