file_path,file_name,hdf5_path,category,matched_term,item_type,shape,dtype,attributes,confidence
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor,calibration,C01,group,N/A,N/A,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/approximant,calibration,C01,dataset,"(1,)",|S13,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/calibration_envelope,calibration,C01,group,N/A,N/A,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/calibration_envelope/H1,calibration,C01,dataset,"(300, 7)",float64,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/calibration_envelope/L1,calibration,C01,dataset,"(300, 7)",float64,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/calibration_envelope/V1,calibration,C01,dataset,"(300, 7)",float64,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file,calibration,C01,group,N/A,N/A,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config,calibration,C01,group,N/A,N/A,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/accounting,calibration,C01,dataset,"(1,)",|S25,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/accounting-user,calibration,C01,dataset,"(1,)",|S17,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/calibration-model,calibration,C01,dataset,"(1,)",|S11,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/calibration_correction_type,calibration,C01,dataset,"(1,)",|S40,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/catch-waveform-errors,calibration,C01,dataset,"(1,)",|S4,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/channel-dict,calibration,C01,dataset,"(1,)",|S107,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/conda-env,calibration,C01,dataset,"(1,)",|S40,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/container,calibration,C01,dataset,"(1,)",|S71,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/cosmology,calibration,C01,dataset,"(1,)",|S12,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/data-dict,calibration,C01,dataset,"(1,)",|S270,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/detectors,calibration,C01,dataset,"(1,)",|S18,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/distance-marginalization,calibration,C01,dataset,"(1,)",|S4,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/duration,calibration,C01,dataset,"(1,)",|S2,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/enforce-signal-duration,calibration,C01,dataset,"(1,)",|S5,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/environment-variables,calibration,C01,dataset,"(1,)",|S76,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/final-result,calibration,C01,dataset,"(1,)",|S4,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/generation-pool,calibration,C01,dataset,"(1,)",|S10,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/label,calibration,C01,dataset,"(1,)",|S5,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/maximum-frequency,calibration,C01,dataset,"(1,)",|S4,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/minimum-frequency,calibration,C01,dataset,"(1,)",|S43,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/n-parallel,calibration,C01,dataset,"(1,)",|S1,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/osg,calibration,C01,dataset,"(1,)",|S4,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/outdir,calibration,C01,dataset,"(1,)",|S44,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/overwrite-outdir,calibration,C01,dataset,"(1,)",|S4,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/periodic-restart-time,calibration,C01,dataset,"(1,)",|S5,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/plot-calibration,calibration,C01,dataset,"(1,)",|S4,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/plot-corner,calibration,C01,dataset,"(1,)",|S4,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/plot-data,calibration,C01,dataset,"(1,)",|S4,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/plot-trace,calibration,C01,dataset,"(1,)",|S4,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/pn-amplitude-order,calibration,C01,dataset,"(1,)",|S1,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/pn-phase-order,calibration,C01,dataset,"(1,)",|S2,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/pn-spin-order,calibration,C01,dataset,"(1,)",|S2,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/prior-file,calibration,C01,dataset,"(1,)",|S53,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/psd-dict,calibration,C01,dataset,"(1,)",|S423,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/reference-frame,calibration,C01,dataset,"(1,)",|S4,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/reference-frequency,calibration,C01,dataset,"(1,)",|S2,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/request-cpus,calibration,C01,dataset,"(1,)",|S1,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/request-disk,calibration,C01,dataset,"(1,)",|S1,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/request-memory,calibration,C01,dataset,"(1,)",|S3,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/result-format,calibration,C01,dataset,"(1,)",|S4,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/sampler,calibration,C01,dataset,"(1,)",|S7,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/sampler-kwargs,calibration,C01,dataset,"(1,)",|S145,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/sampling-frequency,calibration,C01,dataset,"(1,)",|S4,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/sampling-seed,calibration,C01,dataset,"(1,)",|S1,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/spline-calibration-envelope-dict,calibration,C01,dataset,"(1,)",|S298,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/time-reference,calibration,C01,dataset,"(1,)",|S2,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/transfer-files,calibration,C01,dataset,"(1,)",|S4,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/trigger-time,calibration,C01,dataset,"(1,)",|S18,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/tukey-roll-off,calibration,C01,dataset,"(1,)",|S3,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/waveform-approximant,calibration,C01,dataset,"(1,)",|S13,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/waveform-arguments-dict,calibration,C01,dataset,"(1,)",|S89,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/config_file/config/webdir,calibration,C01,dataset,"(1,)",|S56,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/description,calibration,C01,dataset,"(1,)",|S20,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/injection_data,calibration,C01,dataset,"(1,)","[('H1_log_likelihood', '<f8'), ('H1_matched_filter_snr', '<f8'), ('H1_optimal_snr', '<f8'), ('L1_log_likelihood', '<f8'), ('L1_matched_filter_snr', '<f8'), ('L1_optimal_snr', '<f8'), ('L1_time', '<f8'), ('V1_log_likelihood', '<f8'), ('V1_matched_filter_snr', '<f8'), ('V1_optimal_snr', '<f8'), ('a_1', '<f8'), ('a_2', '<f8'), ('azimuth', '<f8'), ('chi_1_in_plane', '<f8'), ('chi_2_in_plane', '<f8'), ('chi_eff', '<f8'), ('chi_p', '<f8'), ('chirp_mass', '<f8'), ('chirp_mass_source', '<f8'), ('comoving_distance', '<f8'), ('cos_tilt_1', '<f8'), ('cos_tilt_2', '<f8'), ('dec', '<f8'), ('geocent_time', '<f8'), ('iota', '<f8'), ('log_likelihood', '<f8'), ('log_prior', '<f8'), ('luminosity_distance', '<f8'), ('mass_1', '<f8'), ('mass_1_source', '<f8'), ('mass_2', '<f8'), ('mass_2_source', '<f8'), ('mass_ratio', '<f8'), ('phase', '<f8'), ('phi_1', '<f8'), ('phi_12', '<f8'), ('phi_2', '<f8'), ('phi_jl', '<f8'), ('psi', '<f8'), ('ra', '<f8'), ('recalib_H1_amplitude_0', '<f8'), ('recalib_H1_amplitude_1', '<f8'), ('recalib_H1_amplitude_2', '<f8'), ('recalib_H1_amplitude_3', '<f8'), ('recalib_H1_amplitude_4', '<f8'), ('recalib_H1_amplitude_5', '<f8'), ('recalib_H1_amplitude_6', '<f8'), ('recalib_H1_amplitude_7', '<f8'), ('recalib_H1_amplitude_8', '<f8'), ('recalib_H1_amplitude_9', '<f8'), ('recalib_H1_frequency_0', '<f8'), ('recalib_H1_frequency_1', '<f8'), ('recalib_H1_frequency_2', '<f8'), ('recalib_H1_frequency_3', '<f8'), ('recalib_H1_frequency_4', '<f8'), ('recalib_H1_frequency_5', '<f8'), ('recalib_H1_frequency_6', '<f8'), ('recalib_H1_frequency_7', '<f8'), ('recalib_H1_frequency_8', '<f8'), ('recalib_H1_frequency_9', '<f8'), ('recalib_H1_phase_0', '<f8'), ('recalib_H1_phase_1', '<f8'), ('recalib_H1_phase_2', '<f8'), ('recalib_H1_phase_3', '<f8'), ('recalib_H1_phase_4', '<f8'), ('recalib_H1_phase_5', '<f8'), ('recalib_H1_phase_6', '<f8'), ('recalib_H1_phase_7', '<f8'), ('recalib_H1_phase_8', '<f8'), ('recalib_H1_phase_9', '<f8'), ('recalib_L1_amplitude_0', '<f8'), ('recalib_L1_amplitude_1', '<f8'), ('recalib_L1_amplitude_2', '<f8'), ('recalib_L1_amplitude_3', '<f8'), ('recalib_L1_amplitude_4', '<f8'), ('recalib_L1_amplitude_5', '<f8'), ('recalib_L1_amplitude_6', '<f8'), ('recalib_L1_amplitude_7', '<f8'), ('recalib_L1_amplitude_8', '<f8'), ('recalib_L1_amplitude_9', '<f8'), ('recalib_L1_frequency_0', '<f8'), ('recalib_L1_frequency_1', '<f8'), ('recalib_L1_frequency_2', '<f8'), ('recalib_L1_frequency_3', '<f8'), ('recalib_L1_frequency_4', '<f8'), ('recalib_L1_frequency_5', '<f8'), ('recalib_L1_frequency_6', '<f8'), ('recalib_L1_frequency_7', '<f8'), ('recalib_L1_frequency_8', '<f8'), ('recalib_L1_frequency_9', '<f8'), ('recalib_L1_phase_0', '<f8'), ('recalib_L1_phase_1', '<f8'), ('recalib_L1_phase_2', '<f8'), ('recalib_L1_phase_3', '<f8'), ('recalib_L1_phase_4', '<f8'), ('recalib_L1_phase_5', '<f8'), ('recalib_L1_phase_6', '<f8'), ('recalib_L1_phase_7', '<f8'), ('recalib_L1_phase_8', '<f8'), ('recalib_L1_phase_9', '<f8'), ('recalib_V1_amplitude_0', '<f8'), ('recalib_V1_amplitude_1', '<f8'), ('recalib_V1_amplitude_2', '<f8'), ('recalib_V1_amplitude_3', '<f8'), ('recalib_V1_amplitude_4', '<f8'), ('recalib_V1_amplitude_5', '<f8'), ('recalib_V1_amplitude_6', '<f8'), ('recalib_V1_amplitude_7', '<f8'), ('recalib_V1_amplitude_8', '<f8'), ('recalib_V1_amplitude_9', '<f8'), ('recalib_V1_frequency_0', '<f8'), ('recalib_V1_frequency_1', '<f8'), ('recalib_V1_frequency_2', '<f8'), ('recalib_V1_frequency_3', '<f8'), ('recalib_V1_frequency_4', '<f8'), ('recalib_V1_frequency_5', '<f8'), ('recalib_V1_frequency_6', '<f8'), ('recalib_V1_frequency_7', '<f8'), ('recalib_V1_frequency_8', '<f8'), ('recalib_V1_frequency_9', '<f8'), ('recalib_V1_phase_0', '<f8'), ('recalib_V1_phase_1', '<f8'), ('recalib_V1_phase_2', '<f8'), ('recalib_V1_phase_3', '<f8'), ('recalib_V1_phase_4', '<f8'), ('recalib_V1_phase_5', '<f8'), ('recalib_V1_phase_6', '<f8'), ('recalib_V1_phase_7', '<f8'), ('recalib_V1_phase_8', '<f8'), ('recalib_V1_phase_9', '<f8'), ('redshift', '<f8'), ('spin_1x', '<f8'), ('spin_1y', '<f8'), ('spin_1z', '<f8'), ('spin_2x', '<f8'), ('spin_2y', '<f8'), ('spin_2z', '<f8'), ('symmetric_mass_ratio', '<f8'), ('theta_jn', '<f8'), ('tilt_1', '<f8'), ('tilt_2', '<f8'), ('total_mass', '<f8'), ('total_mass_source', '<f8'), ('zenith', '<f8'), ('H1_matched_filter_snr_abs', '<f8'), ('H1_matched_filter_snr_angle', '<f8'), ('L1_matched_filter_snr_abs', '<f8'), ('L1_matched_filter_snr_angle', '<f8'), ('V1_matched_filter_snr_abs', '<f8'), ('V1_matched_filter_snr_angle', '<f8'), ('comoving_volume', '<f8'), ('inverted_mass_ratio', '<f8'), ('tilt_1_infinity', '<f8'), ('tilt_2_infinity', '<f8'), ('spin_1z_infinity', '<f8'), ('spin_2z_infinity', '<f8'), ('chi_eff_infinity', '<f8'), ('chi_p_infinity', '<f8'), ('chi_p_2spin', '<f8'), ('beta', '<f8'), ('psi_J', '<f8'), ('final_spin', '<f8'), ('peak_luminosity', '<f8'), ('final_mass', '<f8'), ('cos_tilt_1_infinity', '<f8'), ('cos_tilt_2_infinity', '<f8'), ('final_mass_source', '<f8'), ('radiated_energy', '<f8'), ('H1_time', '<f8'), ('V1_time', '<f8'), ('H1_L1_time_delay', '<f8'), ('H1_V1_time_delay', '<f8'), ('L1_V1_time_delay', '<f8'), ('network_optimal_snr', '<f8'), ('network_matched_filter_snr', '<f8'), ('network_21_multipole_snr', '<f8'), ('network_33_multipole_snr', '<f8'), ('network_44_multipole_snr', '<f8'), ('network_precessing_snr', '<f8'), ('cos_theta_jn', '<f8'), ('viewing_angle', '<f8'), ('cos_iota', '<f8')]",{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/meta_data,calibration,C01,group,N/A,N/A,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/meta_data/meta_data,calibration,C01,group,N/A,N/A,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/meta_data/meta_data/IFOs,calibration,C01,dataset,"(1,)",|S8,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/meta_data/meta_data/approximant,calibration,C01,dataset,"(1,)",|S13,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/meta_data/meta_data/approximant_flags,calibration,C01,group,N/A,N/A,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/meta_data/meta_data/approximant_flags/PhenomXHMReleaseVersion,calibration,C01,dataset,"(1,)",int64,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/meta_data/meta_data/approximant_flags/PhenomXPFinalSpinMod,calibration,C01,dataset,"(1,)",int64,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/meta_data/meta_data/approximant_flags/PhenomXPrecVersion,calibration,C01,dataset,"(1,)",int64,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/meta_data/meta_data/backward_spin_evolution,calibration,C01,dataset,"(3,)",|S91,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/meta_data/meta_data/calibration_marginalization,calibration,C01,dataset,"(1,)",|S5,{},MEDIUM
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925_combinedPHM_envcalC01_metafile.hdf5,GW240925_combinedPHM_envcalC01_metafile.hdf5,C01:IMRPhenomXPHM-SpinTaylor/meta_data/meta_data/cosmology,calibration,C01,dataset,"(1,)",|S8,{},MEDIUM
