full_path,relative_path,parent,filename,extension,entry_type,size_bytes,size_mb,modified_time,attributes,link_target,link_target_exists,byte_open_ok,byte_open_error,category,notes
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S240925n\IMRPhenomXPNR_nocalC00_skymap.fits,skymaps\skymaps\S240925n\IMRPhenomXPNR_nocalC00_skymap.fits,skymaps\skymaps\S240925n,IMRPhenomXPNR_nocalC00_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S240925n\PROD4_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S240925n\SEOBNRv5PHM_envcalC00_skymap.fits,skymaps\skymaps\S240925n\SEOBNRv5PHM_envcalC00_skymap.fits,skymaps\skymaps\S240925n,SEOBNRv5PHM_envcalC00_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S240925n\PROD2_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S240925n\SEOBNRv5PHM_envcalC01_skymap.fits,skymaps\skymaps\S240925n\SEOBNRv5PHM_envcalC01_skymap.fits,skymaps\skymaps\S240925n,SEOBNRv5PHM_envcalC01_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S240925n\PROD11_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S240925n\SEOBNRv5PHM_flatcalC00_skymap.fits,skymaps\skymaps\S240925n\SEOBNRv5PHM_flatcalC00_skymap.fits,skymaps\skymaps\S240925n,SEOBNRv5PHM_flatcalC00_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S240925n\PROD8_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S240925n\SEOBNRv5PHM_nocalC00_skymap.fits,skymaps\skymaps\S240925n\SEOBNRv5PHM_nocalC00_skymap.fits,skymaps\skymaps\S240925n,SEOBNRv5PHM_nocalC00_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S240925n\PROD5_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S250207bg\bayestar.multiorder.fits,skymaps\skymaps\S250207bg\bayestar.multiorder.fits,skymaps\skymaps\S250207bg,bayestar.multiorder.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S250207bg\bayestar.multiorder.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S250207bg\Bilby.multiorder.fits,skymaps\skymaps\S250207bg\Bilby.multiorder.fits,skymaps\skymaps\S250207bg,Bilby.multiorder.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S250207bg\Bilby.multiorder.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S250207bg\combinedPHM_cal_skymap.fits,skymaps\skymaps\S250207bg\combinedPHM_cal_skymap.fits,skymaps\skymaps\S250207bg,combinedPHM_cal_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S250207bg\combinedPHM_cal_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S250207bg\combinedPHM_H1cal_skymap.fits,skymaps\skymaps\S250207bg\combinedPHM_H1cal_skymap.fits,skymaps\skymaps\S250207bg,combinedPHM_H1cal_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S250207bg\combinedPHM_H1cal_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S250207bg\combinedPHM_nocal_skymap.fits,skymaps\skymaps\S250207bg\combinedPHM_nocal_skymap.fits,skymaps\skymaps\S250207bg,combinedPHM_nocal_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S250207bg\combinedPHM_nocal_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S250207bg\IMRPhenomXAS_cal_skymap.fits,skymaps\skymaps\S250207bg\IMRPhenomXAS_cal_skymap.fits,skymaps\skymaps\S250207bg,IMRPhenomXAS_cal_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S250207bg\PROD4_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S250207bg\IMRPhenomXAS_nocal_skymap.fits,skymaps\skymaps\S250207bg\IMRPhenomXAS_nocal_skymap.fits,skymaps\skymaps\S250207bg,IMRPhenomXAS_nocal_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S250207bg\PROD9_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S250207bg\IMRPhenomXPHM-SpinTaylor_cal_skymap.fits,skymaps\skymaps\S250207bg\IMRPhenomXPHM-SpinTaylor_cal_skymap.fits,skymaps\skymaps\S250207bg,IMRPhenomXPHM-SpinTaylor_cal_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S250207bg\PROD0_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S250207bg\IMRPhenomXPHM-SpinTaylor_H1cal_skymap.fits,skymaps\skymaps\S250207bg\IMRPhenomXPHM-SpinTaylor_H1cal_skymap.fits,skymaps\skymaps\S250207bg,IMRPhenomXPHM-SpinTaylor_H1cal_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S250207bg\PROD10_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S250207bg\IMRPhenomXPHM-SpinTaylor_nocal_skymap.fits,skymaps\skymaps\S250207bg\IMRPhenomXPHM-SpinTaylor_nocal_skymap.fits,skymaps\skymaps\S250207bg,IMRPhenomXPHM-SpinTaylor_nocal_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S250207bg\PROD5_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S250207bg\IMRPhenomXPNR_cal_skymap.fits,skymaps\skymaps\S250207bg\IMRPhenomXPNR_cal_skymap.fits,skymaps\skymaps\S250207bg,IMRPhenomXPNR_cal_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S250207bg\PROD1_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S250207bg\IMRPhenomXPNR_H1cal_skymap.fits,skymaps\skymaps\S250207bg\IMRPhenomXPNR_H1cal_skymap.fits,skymaps\skymaps\S250207bg,IMRPhenomXPNR_H1cal_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S250207bg\PROD12_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S250207bg\IMRPhenomXPNR_nocal_skymap.fits,skymaps\skymaps\S250207bg\IMRPhenomXPNR_nocal_skymap.fits,skymaps\skymaps\S250207bg,IMRPhenomXPNR_nocal_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S250207bg\PROD6_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S250207bg\NRSur7dq4_cal_skymap.fits,skymaps\skymaps\S250207bg\NRSur7dq4_cal_skymap.fits,skymaps\skymaps\S250207bg,NRSur7dq4_cal_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S250207bg\PROD2_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S250207bg\NRSur7dq4_H1cal_skymap.fits,skymaps\skymaps\S250207bg\NRSur7dq4_H1cal_skymap.fits,skymaps\skymaps\S250207bg,NRSur7dq4_H1cal_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S250207bg\PROD13_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S250207bg\NRSur7dq4_nocal_skymap.fits,skymaps\skymaps\S250207bg\NRSur7dq4_nocal_skymap.fits,skymaps\skymaps\S250207bg,NRSur7dq4_nocal_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S250207bg\PROD7_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S250207bg\SEOBNRv5PHM_cal_skymap.fits,skymaps\skymaps\S250207bg\SEOBNRv5PHM_cal_skymap.fits,skymaps\skymaps\S250207bg,SEOBNRv5PHM_cal_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S250207bg\PROD3_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S250207bg\SEOBNRv5PHM_H1cal_skymap.fits,skymaps\skymaps\S250207bg\SEOBNRv5PHM_H1cal_skymap.fits,skymaps\skymaps\S250207bg,SEOBNRv5PHM_H1cal_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S250207bg\PROD14_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\skymaps\skymaps\S250207bg\SEOBNRv5PHM_nocal_skymap.fits,skymaps\skymaps\S250207bg\SEOBNRv5PHM_nocal_skymap.fits,skymaps\skymaps\S250207bg,SEOBNRv5PHM_nocal_skymap.fits,.fits,symlink,-1,-1,,,\home\sylvia.biscoveanu\gw240925_and_gw250207\data\skymaps\S250207bg\PROD8_skymap.fits,False,,,skymap,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger,tiger\tiger,tiger,tiger,,directory,0,0,2026-05-07T15:46:48,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_cal,tiger\tiger\GW240925_cal,tiger\tiger,GW240925_cal,,directory,0,0,2026-02-19T09:59:13,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_no_cal,tiger\tiger\GW240925_no_cal,tiger\tiger,GW240925_no_cal,,directory,0,0,2026-02-19T09:38:39,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_cal,tiger\tiger\GW250207_cal,tiger\tiger,GW250207_cal,,directory,0,0,2026-02-18T21:18:24,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_no_cal,tiger\tiger\GW250207_no_cal,tiger\tiger,GW250207_no_cal,,directory,0,0,2026-02-19T09:38:04,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_cal\tiger_GW240925_db_1.h5,tiger\tiger\GW240925_cal\tiger_GW240925_db_1.h5,tiger\tiger\GW240925_cal,tiger_GW240925_db_1.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_cal\db_1\samples\tiger_GW240925_db_1.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_cal\tiger_GW240925_db_2.h5,tiger\tiger\GW240925_cal\tiger_GW240925_db_2.h5,tiger\tiger\GW240925_cal,tiger_GW240925_db_2.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_cal\db_2\samples\tiger_GW240925_db_2.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_cal\tiger_GW240925_db_3.h5,tiger\tiger\GW240925_cal\tiger_GW240925_db_3.h5,tiger\tiger\GW240925_cal,tiger_GW240925_db_3.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_cal\db_3\samples\tiger_GW240925_db_3.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_cal\tiger_GW240925_db_4.h5,tiger\tiger\GW240925_cal\tiger_GW240925_db_4.h5,tiger\tiger\GW240925_cal,tiger_GW240925_db_4.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_cal\db_4\samples\tiger_GW240925_db_4.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_cal\tiger_GW240925_dchi_0.h5,tiger\tiger\GW240925_cal\tiger_GW240925_dchi_0.h5,tiger\tiger\GW240925_cal,tiger_GW240925_dchi_0.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_cal\dchi_0\samples\tiger_GW240925_dchi_0.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_cal\tiger_GW240925_dchi_1.h5,tiger\tiger\GW240925_cal\tiger_GW240925_dchi_1.h5,tiger\tiger\GW240925_cal,tiger_GW240925_dchi_1.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_cal\dchi_1\samples\tiger_GW240925_dchi_1.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_cal\tiger_GW240925_dchi_2.h5,tiger\tiger\GW240925_cal\tiger_GW240925_dchi_2.h5,tiger\tiger\GW240925_cal,tiger_GW240925_dchi_2.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_cal\dchi_2\samples\tiger_GW240925_dchi_2.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_cal\tiger_GW240925_dchi_3.h5,tiger\tiger\GW240925_cal\tiger_GW240925_dchi_3.h5,tiger\tiger\GW240925_cal,tiger_GW240925_dchi_3.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_cal\dchi_3\samples\tiger_GW240925_dchi_3.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_cal\tiger_GW240925_dchi_4.h5,tiger\tiger\GW240925_cal\tiger_GW240925_dchi_4.h5,tiger\tiger\GW240925_cal,tiger_GW240925_dchi_4.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_cal\dchi_4\samples\tiger_GW240925_dchi_4.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_cal\tiger_GW240925_dchi_5l.h5,tiger\tiger\GW240925_cal\tiger_GW240925_dchi_5l.h5,tiger\tiger\GW240925_cal,tiger_GW240925_dchi_5l.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_cal\dchi_5l\samples\tiger_GW240925_dchi_5l.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_cal\tiger_GW240925_dchi_6.h5,tiger\tiger\GW240925_cal\tiger_GW240925_dchi_6.h5,tiger\tiger\GW240925_cal,tiger_GW240925_dchi_6.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_cal\dchi_6\samples\tiger_GW240925_dchi_6.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_cal\tiger_GW240925_dchi_6l.h5,tiger\tiger\GW240925_cal\tiger_GW240925_dchi_6l.h5,tiger\tiger\GW240925_cal,tiger_GW240925_dchi_6l.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_cal\dchi_6l\samples\tiger_GW240925_dchi_6l.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_cal\tiger_GW240925_dchi_7.h5,tiger\tiger\GW240925_cal\tiger_GW240925_dchi_7.h5,tiger\tiger\GW240925_cal,tiger_GW240925_dchi_7.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_cal\dchi_7\samples\tiger_GW240925_dchi_7.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_cal\tiger_GW240925_dchi_minus2.h5,tiger\tiger\GW240925_cal\tiger_GW240925_dchi_minus2.h5,tiger\tiger\GW240925_cal,tiger_GW240925_dchi_minus2.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_cal\dchi_minus2\samples\tiger_GW240925_dchi_minus2.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_cal\tiger_GW240925_dc_1.h5,tiger\tiger\GW240925_cal\tiger_GW240925_dc_1.h5,tiger\tiger\GW240925_cal,tiger_GW240925_dc_1.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_cal\dc_1\samples\tiger_GW240925_dc_1.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_cal\tiger_GW240925_dc_2.h5,tiger\tiger\GW240925_cal\tiger_GW240925_dc_2.h5,tiger\tiger\GW240925_cal,tiger_GW240925_dc_2.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_cal\dc_2\samples\tiger_GW240925_dc_2.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_cal\tiger_GW240925_dc_4.h5,tiger\tiger\GW240925_cal\tiger_GW240925_dc_4.h5,tiger\tiger\GW240925_cal,tiger_GW240925_dc_4.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_cal\dc_4\samples\tiger_GW240925_dc_4.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_cal\tiger_GW240925_dc_l.h5,tiger\tiger\GW240925_cal\tiger_GW240925_dc_l.h5,tiger\tiger\GW240925_cal,tiger_GW240925_dc_l.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_cal\dc_l\samples\tiger_GW240925_dc_l.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_no_cal\tiger_GW240925_db_1.h5,tiger\tiger\GW240925_no_cal\tiger_GW240925_db_1.h5,tiger\tiger\GW240925_no_cal,tiger_GW240925_db_1.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_no_cal\db_1\samples\tiger_GW240925_db_1.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_no_cal\tiger_GW240925_db_2.h5,tiger\tiger\GW240925_no_cal\tiger_GW240925_db_2.h5,tiger\tiger\GW240925_no_cal,tiger_GW240925_db_2.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_no_cal\db_2\samples\tiger_GW240925_db_2.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_no_cal\tiger_GW240925_db_3.h5,tiger\tiger\GW240925_no_cal\tiger_GW240925_db_3.h5,tiger\tiger\GW240925_no_cal,tiger_GW240925_db_3.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_no_cal\db_3\samples\tiger_GW240925_db_3.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_no_cal\tiger_GW240925_db_4.h5,tiger\tiger\GW240925_no_cal\tiger_GW240925_db_4.h5,tiger\tiger\GW240925_no_cal,tiger_GW240925_db_4.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_no_cal\db_4\samples\tiger_GW240925_db_4.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_no_cal\tiger_GW240925_dchi_0.h5,tiger\tiger\GW240925_no_cal\tiger_GW240925_dchi_0.h5,tiger\tiger\GW240925_no_cal,tiger_GW240925_dchi_0.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_no_cal\dchi_0\samples\tiger_GW240925_dchi_0.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_no_cal\tiger_GW240925_dchi_1.h5,tiger\tiger\GW240925_no_cal\tiger_GW240925_dchi_1.h5,tiger\tiger\GW240925_no_cal,tiger_GW240925_dchi_1.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_no_cal\dchi_1\samples\tiger_GW240925_dchi_1.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_no_cal\tiger_GW240925_dchi_2.h5,tiger\tiger\GW240925_no_cal\tiger_GW240925_dchi_2.h5,tiger\tiger\GW240925_no_cal,tiger_GW240925_dchi_2.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_no_cal\dchi_2\samples\tiger_GW240925_dchi_2.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_no_cal\tiger_GW240925_dchi_3.h5,tiger\tiger\GW240925_no_cal\tiger_GW240925_dchi_3.h5,tiger\tiger\GW240925_no_cal,tiger_GW240925_dchi_3.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_no_cal\dchi_3\samples\tiger_GW240925_dchi_3.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_no_cal\tiger_GW240925_dchi_4.h5,tiger\tiger\GW240925_no_cal\tiger_GW240925_dchi_4.h5,tiger\tiger\GW240925_no_cal,tiger_GW240925_dchi_4.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_no_cal\dchi_4\samples\tiger_GW240925_dchi_4.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_no_cal\tiger_GW240925_dchi_5l.h5,tiger\tiger\GW240925_no_cal\tiger_GW240925_dchi_5l.h5,tiger\tiger\GW240925_no_cal,tiger_GW240925_dchi_5l.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_no_cal\dchi_5l\samples\tiger_GW240925_dchi_5l.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_no_cal\tiger_GW240925_dchi_6.h5,tiger\tiger\GW240925_no_cal\tiger_GW240925_dchi_6.h5,tiger\tiger\GW240925_no_cal,tiger_GW240925_dchi_6.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_no_cal\dchi_6\samples\tiger_GW240925_dchi_6.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_no_cal\tiger_GW240925_dchi_6l.h5,tiger\tiger\GW240925_no_cal\tiger_GW240925_dchi_6l.h5,tiger\tiger\GW240925_no_cal,tiger_GW240925_dchi_6l.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_no_cal\dchi_6l\samples\tiger_GW240925_dchi_6l.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_no_cal\tiger_GW240925_dchi_7.h5,tiger\tiger\GW240925_no_cal\tiger_GW240925_dchi_7.h5,tiger\tiger\GW240925_no_cal,tiger_GW240925_dchi_7.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_no_cal\dchi_7\samples\tiger_GW240925_dchi_7.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_no_cal\tiger_GW240925_dchi_minus2.h5,tiger\tiger\GW240925_no_cal\tiger_GW240925_dchi_minus2.h5,tiger\tiger\GW240925_no_cal,tiger_GW240925_dchi_minus2.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_no_cal\dchi_minus2\samples\tiger_GW240925_dchi_minus2.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_no_cal\tiger_GW240925_dc_1.h5,tiger\tiger\GW240925_no_cal\tiger_GW240925_dc_1.h5,tiger\tiger\GW240925_no_cal,tiger_GW240925_dc_1.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_no_cal\dc_1\samples\tiger_GW240925_dc_1.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_no_cal\tiger_GW240925_dc_2.h5,tiger\tiger\GW240925_no_cal\tiger_GW240925_dc_2.h5,tiger\tiger\GW240925_no_cal,tiger_GW240925_dc_2.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_no_cal\dc_2\samples\tiger_GW240925_dc_2.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_no_cal\tiger_GW240925_dc_4.h5,tiger\tiger\GW240925_no_cal\tiger_GW240925_dc_4.h5,tiger\tiger\GW240925_no_cal,tiger_GW240925_dc_4.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_no_cal\dc_4\samples\tiger_GW240925_dc_4.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW240925_no_cal\tiger_GW240925_dc_l.h5,tiger\tiger\GW240925_no_cal\tiger_GW240925_dc_l.h5,tiger\tiger\GW240925_no_cal,tiger_GW240925_dc_l.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW240925_no_cal\dc_l\samples\tiger_GW240925_dc_l.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\tiger\tiger\GW250207_cal\tiger_GW250207_db_1.h5,tiger\tiger\GW250207_cal\tiger_GW250207_db_1.h5,tiger\tiger\GW250207_cal,tiger_GW250207_db_1.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\TIGER\GW250207_cal\db_1\samples\tiger_GW250207_db_1.h5,False,,,HDF5/H5 data,
