full_path,relative_path,parent,filename,extension,entry_type,size_bytes,size_mb,modified_time,attributes,link_target,link_target_exists,byte_open_ok,byte_open_error,category,notes
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_no_cal\fti_dchi6NS.h5,fti\fti\S250207bg_no_cal\fti_dchi6NS.h5,fti\fti\S250207bg_no_cal,fti_dchi6NS.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_no_cal\fti_dchi6NS\posterior_samples.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_no_cal\fti_dchi7NS.h5,fti\fti\S250207bg_no_cal\fti_dchi7NS.h5,fti\fti\S250207bg_no_cal,fti_dchi7NS.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_no_cal\fti_dchi7NS\posterior_samples.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_no_cal\fti_dchiMinus2.h5,fti\fti\S250207bg_no_cal\fti_dchiMinus2.h5,fti\fti\S250207bg_no_cal,fti_dchiMinus2.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_no_cal\fti_dchiMinus2\posterior_samples.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_wide_cal\fti_dchi0.h5,fti\fti\S250207bg_wide_cal\fti_dchi0.h5,fti\fti\S250207bg_wide_cal,fti_dchi0.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_wide_cal\fti_dchi0\posterior_samples.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_wide_cal\fti_dchi1.h5,fti\fti\S250207bg_wide_cal\fti_dchi1.h5,fti\fti\S250207bg_wide_cal,fti_dchi1.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_wide_cal\fti_dchi1\posterior_samples.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_wide_cal\fti_dchi2.h5,fti\fti\S250207bg_wide_cal\fti_dchi2.h5,fti\fti\S250207bg_wide_cal,fti_dchi2.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_wide_cal\fti_dchi2\posterior_samples.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_wide_cal\fti_dchi3NS.h5,fti\fti\S250207bg_wide_cal\fti_dchi3NS.h5,fti\fti\S250207bg_wide_cal,fti_dchi3NS.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_wide_cal\fti_dchi3NS\posterior_samples.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_wide_cal\fti_dchi4NS.h5,fti\fti\S250207bg_wide_cal\fti_dchi4NS.h5,fti\fti\S250207bg_wide_cal,fti_dchi4NS.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_wide_cal\fti_dchi4NS\posterior_samples.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_wide_cal\fti_dchi5lNS.h5,fti\fti\S250207bg_wide_cal\fti_dchi5lNS.h5,fti\fti\S250207bg_wide_cal,fti_dchi5lNS.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_wide_cal\fti_dchi5lNS\posterior_samples.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_wide_cal\fti_dchi6l.h5,fti\fti\S250207bg_wide_cal\fti_dchi6l.h5,fti\fti\S250207bg_wide_cal,fti_dchi6l.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_wide_cal\fti_dchi6l\posterior_samples.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_wide_cal\fti_dchi6NS.h5,fti\fti\S250207bg_wide_cal\fti_dchi6NS.h5,fti\fti\S250207bg_wide_cal,fti_dchi6NS.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_wide_cal\fti_dchi6NS\posterior_samples.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_wide_cal\fti_dchi7NS.h5,fti\fti\S250207bg_wide_cal\fti_dchi7NS.h5,fti\fti\S250207bg_wide_cal,fti_dchi7NS.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_wide_cal\fti_dchi7NS\posterior_samples.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\fti\fti\S250207bg_wide_cal\fti_dchiMinus2.h5,fti\fti\S250207bg_wide_cal\fti_dchiMinus2.h5,fti\fti\S250207bg_wide_cal,fti_dchiMinus2.h5,.h5,symlink,-1,-1,,,\home\tgr.o4\GW240925_GW250207\FTI\asimov\results\S250207bg_wide_cal\fti_dchiMinus2\posterior_samples.h5,False,,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain,GW240925-C00-Strain\GW240925-C00-Strain,GW240925-C00-Strain,GW240925-C00-Strain,,directory,0,0,2026-01-26T21:42:44,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1,GW240925-C00-Strain\GW240925-C00-Strain,O4b4DiscC00_16KHZ_R1,,directory,0,0,2026-01-26T21:42:28,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1,GW240925-C00-Strain\GW240925-C00-Strain,O4b4DiscC00_4KHZ_R1,,directory,0,0,2026-01-26T21:42:46,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\md5,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\md5,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1,md5,,directory,0,0,2026-01-26T21:42:20,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1,STRAIN_GWF,,directory,0,0,2026-01-26T21:42:25,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1,STRAIN_HDF,,directory,0,0,2026-01-26T21:42:32,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\md5\strain-gwf.txt,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\md5\strain-gwf.txt,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\md5,strain-gwf.txt,.txt,regular_file,300,0.0,2026-01-26T21:42:20,,,,YES,,documentation,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\md5\strain-hdf.txt,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\md5\strain-hdf.txt,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\md5,strain-hdf.txt,.txt,regular_file,303,0.0,2026-01-26T21:42:20,,,,YES,,documentation,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF\H1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF\H1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF,H1,,directory,0,0,2026-01-26T21:42:20,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF\L1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF\L1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF,L1,,directory,0,0,2026-01-26T21:42:22,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF\V1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF\V1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF,V1,,directory,0,0,2026-01-26T21:42:25,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF\H1\1410334720,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF\H1\1410334720,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF\H1,1410334720,,directory,0,0,2026-01-26T21:42:20,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF\H1\1410334720\H-H1_GWOSC_O4b4DiscC00_16KHZ_R1-1411260416-4096.gwf,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF\H1\1410334720\H-H1_GWOSC_O4b4DiscC00_16KHZ_R1-1411260416-4096.gwf,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF\H1\1410334720,H-H1_GWOSC_O4b4DiscC00_16KHZ_R1-1411260416-4096.gwf,.gwf,regular_file,213602548,203.71,2026-01-26T21:42:22,,,,YES,,strain/GWOSC,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF\L1\1410334720,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF\L1\1410334720,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF\L1,1410334720,,directory,0,0,2026-01-26T21:42:22,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF\L1\1410334720\L-L1_GWOSC_O4b4DiscC00_16KHZ_R1-1411260416-4096.gwf,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF\L1\1410334720\L-L1_GWOSC_O4b4DiscC00_16KHZ_R1-1411260416-4096.gwf,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF\L1\1410334720,L-L1_GWOSC_O4b4DiscC00_16KHZ_R1-1411260416-4096.gwf,.gwf,regular_file,509663912,486.05,2026-01-26T21:42:25,,,,YES,,strain/GWOSC,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF\V1\1410334720,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF\V1\1410334720,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF\V1,1410334720,,directory,0,0,2026-01-26T21:42:25,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF\V1\1410334720\V-V1_GWOSC_O4b4DiscC00_16KHZ_R1-1411260416-4096.gwf,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF\V1\1410334720\V-V1_GWOSC_O4b4DiscC00_16KHZ_R1-1411260416-4096.gwf,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_GWF\V1\1410334720,V-V1_GWOSC_O4b4DiscC00_16KHZ_R1-1411260416-4096.gwf,.gwf,regular_file,289411333,276.0,2026-01-26T21:42:27,,,,YES,,strain/GWOSC,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\H1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\H1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF,H1,,directory,0,0,2026-01-26T21:42:28,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\L1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\L1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF,L1,,directory,0,0,2026-01-26T21:42:29,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\V1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\V1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF,V1,,directory,0,0,2026-01-26T21:42:32,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\H1\1410334720,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\H1\1410334720,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\H1,1410334720,,directory,0,0,2026-01-26T21:42:28,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\H1\1410334720\H-H1_GWOSC_O4b4DiscC00_16KHZ_R1-1411260416-4096.hdf5,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\H1\1410334720\H-H1_GWOSC_O4b4DiscC00_16KHZ_R1-1411260416-4096.hdf5,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\H1\1410334720,H-H1_GWOSC_O4b4DiscC00_16KHZ_R1-1411260416-4096.hdf5,.hdf5,regular_file,213750734,203.85,2026-01-26T21:42:29,,,,YES,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\L1\1410334720,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\L1\1410334720,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\L1,1410334720,,directory,0,0,2026-01-26T21:42:29,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\L1\1410334720\L-L1_GWOSC_O4b4DiscC00_16KHZ_R1-1411260416-4096.hdf5,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\L1\1410334720\L-L1_GWOSC_O4b4DiscC00_16KHZ_R1-1411260416-4096.hdf5,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\L1\1410334720,L-L1_GWOSC_O4b4DiscC00_16KHZ_R1-1411260416-4096.hdf5,.hdf5,regular_file,509585056,485.98,2026-01-26T21:42:32,,,,YES,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\V1\1410334720,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\V1\1410334720,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\V1,1410334720,,directory,0,0,2026-01-26T21:42:32,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\V1\1410334720\V-V1_GWOSC_O4b4DiscC00_16KHZ_R1-1411260416-4096.hdf5,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\V1\1410334720\V-V1_GWOSC_O4b4DiscC00_16KHZ_R1-1411260416-4096.hdf5,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_16KHZ_R1\STRAIN_HDF\V1\1410334720,V-V1_GWOSC_O4b4DiscC00_16KHZ_R1-1411260416-4096.hdf5,.hdf5,regular_file,289345875,275.94,2026-01-26T21:42:35,,,,YES,,HDF5/H5 data,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\md5,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\md5,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1,md5,,directory,0,0,2026-01-26T21:42:44,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1,STRAIN_GWF,,directory,0,0,2026-01-26T21:42:48,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1,STRAIN_HDF,,directory,0,0,2026-01-26T21:42:45,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\md5\strain-gwf.txt,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\md5\strain-gwf.txt,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\md5,strain-gwf.txt,.txt,regular_file,297,0.0,2026-01-26T21:42:44,,,,YES,,documentation,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\md5\strain-hdf.txt,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\md5\strain-hdf.txt,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\md5,strain-hdf.txt,.txt,regular_file,300,0.0,2026-01-26T21:42:44,,,,YES,,documentation,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF\H1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF\H1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF,H1,,directory,0,0,2026-01-26T21:42:47,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF\L1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF\L1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF,L1,,directory,0,0,2026-01-26T21:42:46,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF\V1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF\V1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF,V1,,directory,0,0,2026-01-26T21:42:48,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF\H1\1410334720,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF\H1\1410334720,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF\H1,1410334720,,directory,0,0,2026-01-26T21:42:47,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF\H1\1410334720\H-H1_GWOSC_O4b4DiscC00_4KHZ_R1-1411260416-4096.gwf,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF\H1\1410334720\H-H1_GWOSC_O4b4DiscC00_4KHZ_R1-1411260416-4096.gwf,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF\H1\1410334720,H-H1_GWOSC_O4b4DiscC00_4KHZ_R1-1411260416-4096.gwf,.gwf,regular_file,53906288,51.41,2026-01-26T21:42:48,,,,YES,,strain/GWOSC,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF\L1\1410334720,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF\L1\1410334720,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF\L1,1410334720,,directory,0,0,2026-01-26T21:42:46,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF\L1\1410334720\L-L1_GWOSC_O4b4DiscC00_4KHZ_R1-1411260416-4096.gwf,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF\L1\1410334720\L-L1_GWOSC_O4b4DiscC00_4KHZ_R1-1411260416-4096.gwf,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF\L1\1410334720,L-L1_GWOSC_O4b4DiscC00_4KHZ_R1-1411260416-4096.gwf,.gwf,regular_file,128709735,122.75,2026-01-26T21:42:47,,,,YES,,strain/GWOSC,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF\V1\1410334720,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF\V1\1410334720,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF\V1,1410334720,,directory,0,0,2026-01-26T21:42:48,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF\V1\1410334720\V-V1_GWOSC_O4b4DiscC00_4KHZ_R1-1411260416-4096.gwf,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF\V1\1410334720\V-V1_GWOSC_O4b4DiscC00_4KHZ_R1-1411260416-4096.gwf,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_GWF\V1\1410334720,V-V1_GWOSC_O4b4DiscC00_4KHZ_R1-1411260416-4096.gwf,.gwf,regular_file,70765964,67.49,2026-01-26T21:42:48,,,,YES,,strain/GWOSC,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\H1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\H1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF,H1,,directory,0,0,2026-01-26T21:42:45,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\L1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\L1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF,L1,,directory,0,0,2026-01-26T21:42:44,,,,,,directory,
E:\clone\ligo-gw240925-gw250207-release\18600070\GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\V1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF\V1,GW240925-C00-Strain\GW240925-C00-Strain\O4b4DiscC00_4KHZ_R1\STRAIN_HDF,V1,,directory,0,0,2026-01-26T21:42:45,,,,,,directory,
