event,trigger_gps,h1_bp_trigger,h1_bp_off500,l1_bp_trigger,l1_bp_off500,l1_h1_ratio,h1_stationarity_q,h1_stationarity_z,l1_stationarity_q,l1_stationarity_z,h1_line_frac,l1_line_frac,h1_exk_20-40,h1_exk_40-80,h1_exk_80-120,h1_exk_120-160,h1_exk_160-210,l1_exk_20-40,l1_exk_40-80,l1_exk_80-120,l1_exk_120-160,l1_exk_160-210,coh_mean,cross_phase_R,cross_phase_deg
GW240925,1411261107.984,2.4121381814775413e-40,4.2484769858091584e-40,3.77240534936873e-40,8.416424184454187e-40,1.5639,10.3,-1.1043,74.5,0.3219,0.0424,0.0465,3.6729,0.3398,2.3858,1.2523,0.4053,44.8567,-0.5154,3.2657,5.6626,0.1984,0.05612,0.9115,-167.02
